Plant Name,Developer Name,Capacity (MW),Date of Operation,County,State,Balancing Authority
Fort Rock I,null,9.9,01/03/2020,Lake,OR,BPAT
Omtanke Solar,null,6,01/03/2020,Berkeley,SC,SC
NY- CSG- Johnstown 2,null,2,01/03/2020,Fulton,NY,NYIS
Middletown NY 1,null,2,01/03/2020,Orange,NY,NYIS
Alden Solar CSG LLC,null,1.6,01/03/2020,Weld,CO,PSCO
Fitchburg Renewables,null,4,01/03/2020,Worcester,MA,ISNE
Murray Treadwell Farms,null,3,01/03/2020,Murray,GA,SOCO
Putnam Erickson,null,2.7,01/03/2020,Putnam,GA,SOCO
Mesa Carport PV,null,3.6,01/03/2020,Maricopa,AZ,SRP
Mesa Carport PV,null,1,01/03/2020,Maricopa,AZ,SRP
RT32 Westerlo Solar 1,null,5,01/03/2020,Albany,NY,NYIS
RT405 Westerlo Solar 2,null,5,01/03/2020,Albany,NY,ISNE
Brickchurch Solar,null,2,01/03/2020,Wayne,NY,NYIS
SCH County - (1E) 398 Anthony St Schenec,null,1,01/03/2020,Schenectady,NY,NYIS
Spencer Solar MA,null,2.5,01/03/2020,Worcester,MA,ISNE
Marshalltown Generating Station,null,2.6,01/02/2020,Marshall,IA,MISO
Grandy PV 1,null,20,01/02/2020,Currituck,NC,PJM
Camilla Solar Energy Project,null,171.4,01/02/2020,Mitchell,GA,SOCO
Baker City Solar,null,15,01/02/2020,Baker,OR,IPCO
Washington St Community Solar Farm #4,null,2.5,01/02/2020,Monroe,NY,NYIS
Washington St Community Solar Farm #1,null,2.2,01/02/2020,Monroe,NY,NYIS
Burritt Rd Community Solar Farm,null,2,01/02/2020,Monroe,NY,NYIS
Villa Roma Rd #1,null,2,01/02/2020,Sullivan,NY,NYIS
Villa Roma Rd #2,null,2,01/02/2020,Sullivan,NY,NYIS
Boas Rd #4 Community Solar Farm,null,2,01/02/2020,Clinton,NY,NYIS
Little Manatee River Solar,null,74.5,01/02/2020,Hillsborough,FL,TEC
Shelter Creek Condominiums Solar,null,1.9,01/02/2020,San Mateo,CA,CISO
Novel Herber Solar CSG,null,1,01/02/2020,Winona,MN,MISO
Howell CSG,null,2,01/02/2020,Orange,NY,NYIS
USS Midtown Solar LLC CSG,null,1,01/02/2020,Stearns,MN,MISO
"Duus Solar, LLC",null,10,01/02/2020,Clackamas,OR,PGE
"Firwood Solar, LLC",null,10,01/02/2020,Clackamas,OR,PGE
Strandness Garden,null,1,01/02/2020,Pope,MN,MISO
Goodhue Community Solar One LLC CSG,null,1,01/02/2020,Goodhue,MN,MISO
Falls Creek Garden,null,1,01/02/2020,Rice,MN,MISO
Star Garden,null,1,01/02/2020,Pope,MN,MISO
Loon Garden,null,1,01/02/2020,Waseca,MN,MISO
IOS II-LAX9,null,4,01/02/2020,San Bernardino,CA,CISO
Goodhue Community Solar Three LLC CSG,null,1,01/02/2020,Goodhue,MN,MISO
Alcalde Solar Array,null,2.4,01/02/2020,Rio Arriba,NM,PNM
Gohman Community Solar (CSG),null,1.1,01/02/2020,Sherburne,MN,MISO
Walnut Unified School District Walnut HS,null,1.8,01/02/2020,Los Angeles,CA,CISO
Lily Solar,null,70,01/02/2020,Allendale,SC,SCEG
NY- CSG- Livingston 4,null,2,01/02/2020,Livingston,NY,NYIS
"Western Meadowlark Solar SCS NE 1, LLC",null,4.4,01/02/2020,Scotts Bluff,NE,SWPP
Rounseville Solar,null,2.7,01/02/2020,Plymouth,MA,ISNE
Wilmarth Solar,null,5,01/02/2020,Norfolk,MA,ISNE
CA Institute for Women,null,1,01/02/2020,San Bernardino,CA,CISO
Kearsarge Acushnet,null,1.9,01/02/2020,Bristol,MA,ISNE
ELP Saugerties CSG,null,1.9,01/02/2020,Ulster,NY,NYIS
Oxford Solar,null,4,01/02/2020,Worcester,MA,ISNE
Southwest Arkansas Electric,null,1,01/02/2020,Miller,AR,SWPP
City of Tulare Water Facility,null,2.4,01/01/2020,Tulare,CA,CISO
"Sun Streams, LLC",null,160,01/01/2020,Maricopa,AZ,CISO
SR Innovation - NIKE PV,null,1.5,01/01/2020,Shelby,TN,TVA
Mount Signal Solar Farm II,null,153.5,01/01/2020,Imperial,CA,CISO
Brush Solar Center,null,2.8,01/01/2020,Baker,OR,IPCO
Kelly Bridge Road Community Solar Farm,null,2,01/01/2020,Sullivan,NY,NYIS
Sacket Lake Rd #1 Community Solar Farm,null,2,01/01/2020,Sullivan,NY,NYIS
Misae Solar,null,240,01/01/2020,Childress,TX,ERCO
Sol Phoenix,null,2.5,01/01/2020,Prince Georges,MD,PJM
Sweetbay Solar Center,null,74.5,01/01/2020,Martin,FL,FPL
Daum Solar,null,4,01/01/2020,Yates,NY,NYIS
"GD Richmond Buttonwoods I, LLC",null,1.3,01/01/2020,Washington,RI,ISNE
"GD West Greenwich Victory I, LLC",null,1.8,01/01/2020,Kent,RI,ISNE
Blue Heron Solar,null,74.5,01/01/2020,Hendry,FL,FPL
Cattle Ranch,null,74.5,01/01/2020,DeSoto,FL,FPL
Twin Lakes,null,74.5,01/01/2020,Putnam,FL,FPL
Babcock Preserve,null,74.5,01/01/2020,Charlotte,FL,FPL
Northern Preserve Solar,null,74.5,01/01/2020,Baker,FL,FPL
DG Infineum,null,2,01/01/2020,Union,NJ,PJM
Goose Pond Solar,null,2,01/01/2020,Hampden,MA,ISNE
Goose Pond Solar,null,2,01/01/2020,Hampden,MA,ISNE
FastSun 18 CSG,null,1,01/01/2020,Winona,MN,MISO
FastSun 5 CSG,null,1,01/01/2020,Winona,MN,MISO
White CSG,null,2,01/01/2020,Baltimore,MD,PJM
Syncarpha Questa,null,1.6,01/01/2020,Taos,NM,PNM
USS Greenhouse Solar LLC CSG,null,1,01/01/2020,Goodhue,MN,MISO
USS Cheyenne Solar LLC CSG,null,1,01/01/2020,Chisago,MN,MISO
USS Turkey Solar LLC CSG,null,1,01/01/2020,Meeker,MN,MISO
Franklin Solar,null,8.8,01/01/2020,Warren,NJ,PJM
Pohatcong Solar Farm,null,8,01/01/2020,Warren,NJ,PJM
AES Tonawanda Solar LLC,null,2,01/01/2020,Erie,NY,NYIS
Prawer Project CSG,null,1,01/01/2020,Sherburne,MN,MISO
STAG St. Paul Project CSG,null,1,01/01/2020,Dakota,MN,MISO
Cannon Garden Solar,null,1,01/01/2020,Rice,MN,MISO
"Cubera Solar, LLC",null,2,01/01/2020,Harnett,NC,CPLE
OE_AZ1,null,32.5,01/01/2020,La Paz,AZ,WALC
OE_GA3,null,57.5,01/01/2020,Mitchell,GA,SOCO
Mtn. Solar 3 CSG,null,1.5,01/01/2020,Morgan,CO,PSCO
Solvay Solar,null,6.5,01/01/2020,Gloucester,NJ,PJM
PA Solar Park II,null,10,01/01/2020,Carbon,PA,PJM
Oak Leaf Solar XXXIII LLC (Lantz),null,1.5,01/01/2020,Chaffee,CO,PSCO
Oak Leaf Solar XXXIII LLC (Lantz),null,1.5,01/01/2020,Chaffee,CO,PSCO
"Platteville Solar CSG, LLC",null,1.3,01/01/2020,Weld,CO,PSCO
Ben Moreell Solar Farm,null,20,01/01/2020,Monmouth,NJ,PJM
Partridgeville Hybrid CSG,null,3.3,01/01/2020,Worcester,MA,ISNE
Westerlo NY 1,null,2,01/01/2020,Albany,NY,NYIS
"Fremont CO 1, LLC",null,1.8,01/01/2020,Fremont,CO,PSCO
Plainfield Solar 1,null,1,01/01/2020,Windham,CT,ISNE
"County of Dutchess, NY (Airport)",null,1.8,01/01/2020,Dutchess,NY,NYIS
Westberry Jesup,null,2.6,01/01/2020,Wayne,GA,SOCO
"NorthropGrummanSolar(Rolling Meadows,IL)",null,1.1,01/01/2020,Cook,IL,PJM
Kinsley II Landfill Solar System,null,3.8,01/01/2020,Gloucester,NJ,PJM
Washington County,null,2.3,01/01/2020,Washington,WI,MISO
Wright Solar Park,null,200,01/12/2019,Merced,CA,CISO
Sunshine Valley Solar,null,103.5,01/12/2019,Nye,NV,CISO
Hickory,null,5,01/12/2019,Duplin,NC,CPLE
Windhub Solar A LLC,null,20,01/12/2019,Kern,CA,CISO
Five Forks Solar,null,20,01/12/2019,Warren,NC,PJM
Grove Solar,null,5,01/12/2019,Craven,NC,DUK
Tamworth Holdings,null,5,01/12/2019,Bladen,NC,DUK
Tanager Holdings,null,5,01/12/2019,Randolph,NC,CPLE
Everett PV1,null,10,01/12/2019,Martin,NC,PJM
Gamble Solar,null,3,01/12/2019,Rutherford,NC,DUK
Seabrook Solar,null,72.5,01/12/2019,Beaufort,SC,SCEG
North 301 Solar,null,20,01/12/2019,Halifax,NC,PJM
Edenton Solar,null,5,01/12/2019,Chowan,NC,PJM
John A Logan College Solar,null,1.3,01/12/2019,Williamson,IL,MISO
Colonial Trail West,null,142.4,01/12/2019,Surry,VA,PJM
"Rankin Solar Center, LLC",null,10,01/12/2019,Florence,SC,SC
Alpha Value Solar,null,5,01/12/2019,Perquimans,NC,PJM
Hazlehurst III,null,40,01/12/2019,Jeff Davis,GA,SOCO
Hospital Rd Community Solar Farm CSG,null,1.4,01/12/2019,Sullivan,NY,NYIS
Meridian III,null,52.5,01/12/2019,Lauderdale,MS,SOCO
Founders Homestead Farms Solar,null,4.5,01/12/2019,Newport,RI,ISNE
"Dougherty County Solar, LLC",null,120,01/12/2019,Dougherty,GA,SOCO
Runway Solar Farm,null,2,01/12/2019,Horry,SC,SC
Ellis Solar,null,18,01/12/2019,Tompkins,NY,NYIS
West of the Pecos Solar,null,100,01/12/2019,Reeves,TX,ERCO
Lapetus,null,100,01/12/2019,Andrews,TX,ERCO
Gaskill Rd Community Solar Farm CSG,null,5,01/12/2019,Tioga,NY,NYIS
Dryden Rd #2 Community Solar Farm CSG,null,1.3,01/12/2019,Tompkins,NY,NYIS
Woodoak Drive Community Solar Farm CSG,null,2,01/12/2019,Sullivan,NY,NYIS
Crawfordsville 2 Solar Park,null,7.9,01/12/2019,Montgomery,IN,MISO
Crawfordsville 3 Solar Park,null,4.8,01/12/2019,Montgomery,IN,MISO
Villa Roma Rd #3 CSG,null,2,01/12/2019,Sullivan,NY,NYIS
Villa Roma Rd #4 CSG,null,2,01/12/2019,Sullivan,NY,NYIS
Lake Placid Solar Power Plant,null,45,01/12/2019,Highlands,FL,FPC
Trenton Solar Power Plant,null,74.9,01/12/2019,Gilchrist,FL,FPC
Wilkinson Solar LLC,null,80.6,01/12/2019,Beaufort,NC,PJM
Airport Solar,null,47.3,01/12/2019,Lake,OR,PACW
Quitman Solar,null,150,01/12/2019,Brooks,GA,SOCO
Commerce Solar,null,5,01/12/2019,Bexar,TX,ERCO
SFDK Solar,null,6.3,01/12/2019,Solano,CA,CISO
DWW Solar ll,null,36.9,01/12/2019,Hartford,CT,ISNE
MHG Wallingford,null,2.2,01/12/2019,Rutland,VT,ISNE
Crooked Run,null,70.1,01/12/2019,Pender,NC,CPLE
CED Northampton Solar LLC Hybrid,null,4.3,01/12/2019,Hampshire,MA,ISNE
Richmond Solar Park 3,null,6.5,01/12/2019,Wayne,IN,PJM
"Thanksgiving Fire Solar Farm, LLC",null,2,01/12/2019,Johnston,NC,CPLE
DG AMP 1048 Wadsworth,null,6.3,01/12/2019,Medina,OH,PJM
Syncarpha Blandford Hybrid CSG,null,4.9,01/12/2019,Hampden,MA,ISNE
Whitetail Solar 1,null,13.5,01/12/2019,Franklin,PA,PJM
Bluewater CDEC 1,null,2.4,01/12/2019,Cibola,NM,PNM
Grants CDEC 2,null,4.5,01/12/2019,Cibola,NM,PNM
ESA Four Oaks 2 NC LLC,null,2,01/12/2019,Johnston,NC,CPLE
"25 Ashdown Road Solar, LLC",null,4,01/12/2019,Saratoga,NY,NYIS
"RT 52 Walden Solar 1, LLC Hybrid",null,5,01/12/2019,Orange,NY,NYIS
"Ransomville Solar 1, LLC",null,5,01/12/2019,Niagara,NY,NYIS
"Johnstown Solar 1, LLC",null,4,01/12/2019,Fulton,NY,NYIS
FastSun 13 CSG,null,1,01/12/2019,Douglas,MN,MISO
FastSun 14 CSG,null,1,01/12/2019,Blue Earth,MN,MISO
FastSun 8 CSG,null,1,01/12/2019,Nicollet,MN,MISO
FastSun 3 CSG,null,1,01/12/2019,Stearns,MN,MISO
FastSun 7 CSG,null,1,01/12/2019,McLeod,MN,MISO
FastSun 1 CSG,null,1,01/12/2019,Meeker,MN,MISO
Upper Marlboro 1 CSG,null,2,01/12/2019,Prince Georges,MD,PJM
Eagle Creek,null,3,01/12/2019,Kern,CA,CISO
Gibbons CSG,null,2,01/12/2019,Worcester,MD,PJM
Dakota Community Solar One LLC CSG,null,1,01/12/2019,Dakota,MN,MISO
Douglas Todd Community Solar One LLC CSG,null,1,01/12/2019,Douglas,MN,MISO
Meeker Community Solar One LLC CSG,null,1,01/12/2019,Meeker,MN,MISO
McLeod Community Solar One LLC CSG,null,1,01/12/2019,McLeod,MN,MISO
Stearns Community Solar One LLC CSG,null,1,01/12/2019,Stearns,MN,MISO
Sherburne Community Solar One LLC CSG,null,1,01/12/2019,Sherburne,MN,MISO
Syncarpha El Rito,null,1.6,01/12/2019,Rio Arriba,NM,PNM
West Street Solar 1 LLC,null,5,01/12/2019,Worcester,MA,ISNE
Tippecanoe Solar Power Plant,null,1.6,01/12/2019,Tippecanoe,IN,MISO
Hartmann Project CSG,null,1,01/12/2019,Sherburne,MN,MISO
E. Goenner Project CSG,null,1,01/12/2019,Sherburne,MN,MISO
Schwinghamer Project CSG,null,1,01/12/2019,Stearns,MN,MISO
Rio Rancho Solar Energy Center,null,10,01/12/2019,Bernalillo,NM,PNM
Imeson Solar,null,5,01/12/2019,Duval,FL,JEA
"FL Solar 4, LLC",null,42,01/12/2019,Leon,FL,TAL
AGA TAG Solar IV LLC,null,4.9,01/12/2019,Brunswick,NC,CPLE
Sherman Solar,null,1,01/12/2019,New London,CT,ISNE
Jackson Solar (CT),null,1,01/12/2019,New London,CT,ISNE
Limelight Solar II LLC,null,2,01/12/2019,Spartanburg,SC,DUK
ATOOD Solar III LLC,null,2,01/12/2019,Spartanburg,SC,DUK
Becton Canaan,null,0.5,01/12/2019,Litchfield,CT,ISNE
"AES Kekaha Solar, LLC Hybrid",null,14,01/12/2019,Kauai,HI,null
Garrett Solar,null,10,01/12/2019,Lake,OR,PACW
Starvation,null,9.9,01/12/2019,Harney,OR,BPAT
Hope Solar Farm LLC,null,2,01/12/2019,Rensselaer,NY,NYIS
Catlin Solar 1 LLC,null,4,01/12/2019,Schuyler,NY,NYIS
Saratoga Solar LLC,null,5,01/12/2019,Saratoga,NY,NYIS
CP Middletown Solar I LLC,null,1,01/12/2019,Middlesex,CT,ISNE
CP Middletown Solar II LLC,null,1,01/12/2019,Middlesex,CT,ISNE
"ATOOD Solar IV, LLC",null,5,01/12/2019,Brunswick,NC,CPLE
Shelby Solar Array,null,1.9,01/12/2019,Richland,OH,PJM
DEC Phase II at Georgetown,null,3,01/12/2019,Sussex,DE,PJM
Kearsarge Amesbury Hybrid,null,3.3,01/12/2019,Essex,MA,ISNE
Vermillion River_MN_GRE DEA-GM,null,3,01/12/2019,Dakota,MN,MISO
Tickle Creek Solar,null,1.9,01/12/2019,Clackamas,OR,PGE
Chenango Solar,null,4.9,01/12/2019,Broome,NY,NYIS
Bonefish Solar,null,2,01/12/2019,Clarendon,SC,DUK
Calabro Airport North Solar Project,null,1.3,01/12/2019,Suffolk,NY,NYIS
Calabro Airport South Solar Project,null,1.2,01/12/2019,Suffolk,NY,NYIS
Cherry Blossom Solar LLC,null,10,01/12/2019,Williamsburg,SC,CPLE
Jersey City DWP,null,1,01/12/2019,Hudson,NJ,PJM
Britton Solar Energy Center,null,50,01/12/2019,Torrance,NM,PNM
SR Kersey II,null,1,01/12/2019,Weld,CO,WACM
SR Skylark C,null,1.1,01/12/2019,Weld,CO,WACM
"Scenic Hill Solar IV, LLC",null,2.2,01/12/2019,Johnson,AR,SWPP
M72 West Solar,null,1.8,01/12/2019,Leelanau,MI,MISO
"University Solar, LLC",null,24,01/12/2019,Kent,RI,ISNE
Dedeaux,null,0.9,01/12/2019,Los Angeles,CA,LDWP
Oak Street Solar,null,3.5,01/12/2019,Hampden,MA,ISNE
Lineage Logistics Solar,null,1.6,01/12/2019,Will,IL,PJM
Fort Calhoun Community Solar,null,5,01/12/2019,Washington,NE,SWPP
Vacaville Hospital,null,1.5,01/12/2019,Solano,CA,CISO
7185 13th Pl. NW,null,0.9,01/12/2019,District of Columbia,DC,PJM
Montague Road Solar,null,3.6,01/12/2019,Hampshire,MA,ISNE
Off Airport Road - West,null,4,01/12/2019,Ulster,NY,NYIS
Blanchard Road 1 Community Solar,null,5,01/12/2019,Jefferson,NY,NYIS
Blanchard Road 2 Community Solar,null,5,01/12/2019,Jefferson,NY,NYIS
NYS Rte 12 Community Solar,null,5,01/12/2019,Jefferson,NY,NYIS
Moore Road Community Solar,null,5,01/12/2019,Niagara,NY,NYIS
Great Lakes Seaway Community Solar,null,5,01/12/2019,Jefferson,NY,NYIS
"Alexis Solar, LLC",null,10,01/12/2019,Brooks,TX,ERCO
Hadley 3 Solar (South),null,2,01/12/2019,Hampshire,MA,ISNE
New Orleans Solar Station,null,20,01/12/2019,Orleans,LA,MISO
GSPP Onyx New Brunswick LLC,null,0.3,01/12/2019,Middlesex,NJ,PJM
GSPP Onyx New Brunswick LLC,null,0.4,01/12/2019,Middlesex,NJ,PJM
GSPP Onyx New Brunswick LLC,null,0.3,01/12/2019,Middlesex,NJ,PJM
GSPP Onyx New Brunswick LLC,null,0.1,01/12/2019,Middlesex,NJ,PJM
Centinela State Prison,null,6,01/12/2019,Imperial,CA,IID
Calipatria State Prison,null,6,01/12/2019,Imperial,CA,IID
Alton Road Solar,null,13.9,01/12/2019,Washington,RI,ISNE
Beaker,null,5,01/12/2019,Pitt,NC,CPLE
Gilead,null,3.5,01/12/2019,Montgomery,NC,CPLE
Gladstone Farm,null,5,01/12/2019,Moore,NC,CPLE
Truman (NC),null,5,01/12/2019,Johnston,NC,CPLE
Seagrove,null,4.5,01/12/2019,Randolph,NC,CPLE
Long Plain Solar,null,2,01/12/2019,Franklin,MA,ISNE
East Fishkill CSG,null,2,01/12/2019,Dutchess,NY,NYIS
Bogart Solar,null,2,01/12/2019,Greene,NY,NYIS
New Beginnings Solar,null,2,01/12/2019,Ulster,NY,NYIS
Reisender Solar,null,2,01/12/2019,Ulster,NY,NYIS
Gloucester,null,2.4,01/12/2019,Camden,NJ,PJM
Ashland Solar,null,4.5,01/12/2019,Middlesex,MA,ISNE
GRE Cambridge Solar,null,2,01/12/2019,Isanti,MN,MISO
Hadley 3 Solar (North),Nexamp,3.9,01/12/2019,Hampshire,MA,ISNE
Kawailoa Solar,null,49,01/11/2019,Honolulu,HI,HECO
Lampwick,null,7.5,01/11/2019,Menard,TX,ERCO
Phoebe Solar,null,250,01/11/2019,Winkler,TX,ERCO
West Loch Solar One,null,20,01/11/2019,Honolulu,HI,HECO
Hampden Solar PV,null,3.5,01/11/2019,Hampden,MA,ISNE
"Burgaw Solar, LLC",null,5,01/11/2019,Pender,NC,CPLE
"Valentine Solar, LLC",null,111.2,01/11/2019,Kern,CA,CISO
"Jamesville Road Solar, LLC",null,5,01/11/2019,Martin,NC,PJM
USS Centerfield Solar CSG,null,1,01/11/2019,Rice,MN,MISO
SR Arlington II,null,102.5,01/11/2019,Early,GA,SOCO
Grazing Yak Solar,null,35,01/11/2019,El Paso,CO,WACM
Sabattus Solar LLC,null,5,01/11/2019,Nash,NC,CPLE
"Pecan Grove Solar, LLC",null,5,01/11/2019,Craven,NC,CPLE
"1025 Traveller Solar, LLC",null,5,01/11/2019,Lee,NC,CPLE
"1047 Little Mountain Solar, LLC",null,3,01/11/2019,Yadkin,NC,DUK
"Ennis Solar, LLC",null,5,01/11/2019,Harnett,NC,CPLE
Amazon Denver DEN3,null,4.6,01/11/2019,Adams,CO,PSCO
Freeman Avenue,null,1.4,01/11/2019,Sumter,GA,SOCO
Griffin Solar,null,5,01/11/2019,McLennan,TX,ERCO
Novel Reber Solar CSG,null,1,01/11/2019,Stearns,MN,MISO
Novel Historical Society Solar CSG,null,1,01/11/2019,Renville,MN,MISO
Turquoise Liberty Solar,null,10,01/11/2019,Washoe,NV,NEVP
CalCity Solar 1,null,3,01/11/2019,Kern,CA,CISO
Riverview Solar,null,1.5,01/11/2019,Logan,CO,WACM
USS Haven Solar LLC CSG,null,1,01/11/2019,Sherburne,MN,MISO
USS White Cloud LLC CSG,null,1,01/11/2019,Sherburne,MN,MISO
Tom Sifers Solar,null,1,01/11/2019,Grand,CO,WACM
Whiskey Hill Solar,null,1,01/11/2019,Jackson,CO,WACM
O'Neill Creek Solar,null,2.2,01/11/2019,Washington,OR,PGE
Bluefin Origination 1,null,2,01/11/2019,Prince Georges,MD,PJM
Camp Atterbury Microgrid Hybrid,null,2,01/11/2019,Johnson,IN,MISO
Thomas Creek Solar,null,2.2,01/11/2019,Clackamas,OR,PGE
Selective Insurance,null,2.2,01/11/2019,Sussex,NJ,PJM
510 Carnegie Center,null,1.4,01/11/2019,Mercer,NJ,PJM
701 Carnegie Center,null,1.1,01/11/2019,Mercer,NJ,PJM
Apalachicola,null,2.5,01/11/2019,Richmond,GA,SOCO
Fountain Folkston,null,2.1,01/11/2019,Charlton,GA,SOCO
Highland Park Borough Solar,null,0.5,01/11/2019,Middlesex,NJ,PJM
South County Detention Center Solar,null,1.1,01/11/2019,Tulare,CA,CISO
North Juvenile Detention Center Solar,null,1.1,01/11/2019,Tulare,CA,CISO
Tulare Akers Professional Center,null,1,01/11/2019,Tulare,CA,CISO
Tides Lane Farm,null,3.7,01/10/2019,Franklin,NC,CPLE
McGrigor Farm Solar,null,5,01/10/2019,Sampson,NC,CPLE
"Shaw Creek Solar, LLC",null,74.9,01/10/2019,Aiken,SC,SCEG
Techren Solar II LLC,null,200,01/10/2019,Clark,NV,NEVP
East Longmeadow Solar PV,null,5,01/10/2019,Hampden,MA,ISNE
Palmer,null,3.5,01/10/2019,Hampden,MA,ISNE
Breesport Road Community Solar Farm,null,2,01/10/2019,Chemung,NY,NYIS
Meridian II,null,5,01/10/2019,Lauderdale,MS,TVA
Pasto Solar,null,16,01/10/2019,Tioga,NY,NYIS
Lady Slipper Solar Array CSG,null,4.5,01/10/2019,Goodhue,MN,MISO
DG Florham Park Solar LLC,null,2,01/10/2019,Morris,NJ,PJM
Washburn Road Solar,null,1.9,01/10/2019,Bristol,MA,ISNE
Happy Hollow CSG Hybrid,null,5,01/10/2019,Worcester,MA,ISNE
Garfield Solar,null,0.8,01/10/2019,Bergen,NJ,PJM
Garfield Solar,null,1.4,01/10/2019,Bergen,NJ,PJM
Gardner - Otter River Road,null,2.5,01/10/2019,Worcester,MA,ISNE
Novel Brooten Solar CSG,null,1,01/10/2019,Stearns,MN,MISO
San Miguel II Solar Energy Center,null,10,01/10/2019,San Miguel,NM,PNM
Frog Hollow CSG,null,2,01/10/2019,Ulster,NY,NYIS
Rafael Solar,null,2.2,01/10/2019,Marion,OR,PGE
Case Creek Solar,null,2.2,01/10/2019,Marion,OR,PGE
Kale Patch Solar,null,2.2,01/10/2019,Marion,OR,PGE
Old Court Rd Solar,null,2,01/10/2019,Howard,MD,PJM
CO LI CSG 1 - Kamerra,null,1.5,01/10/2019,Adams,CO,PSCO
GSSP Schneider LLC,null,1,01/10/2019,Stearns,MN,MISO
GSSP Schneider LLC,null,1,01/10/2019,Stearns,MN,MISO
GSSP Schneider LLC,null,1,01/10/2019,Stearns,MN,MISO
GSSP Schneider LLC,null,1,01/10/2019,Stearns,MN,MISO
GSSP Schneider LLC,null,1,01/10/2019,Stearns,MN,MISO
Amazon DEN2 Solar Project,null,1.2,01/10/2019,Adams,CO,PSCO
Amazon BDL3 Solar Project,null,1,01/10/2019,New Haven,CT,ISNE
Mount Hope East,null,1.9,01/10/2019,Orange,NY,NYIS
6140 Route 209 - North,null,4,01/10/2019,Ulster,NY,NYIS
Renewable Energy Center at BJH,null,1.6,01/10/2019,St Louis City,MO,MISO
Coody Cochran,null,2.6,01/10/2019,Bleckley,GA,SOCO
Polk Cedartown,null,2.2,01/10/2019,Polk,GA,SOCO
Rockdale,null,2,01/10/2019,Washington,MD,PJM
Lanikuhana Solar LLC,null,14.7,01/09/2019,Honolulu,HI,HECO
Tissington Solar,null,3,01/09/2019,Sussex,NJ,PJM
Waipio Solar,null,45.9,01/09/2019,Honolulu,HI,HECO
Antelope DSR 3,null,20,01/09/2019,Los Angeles,CA,CISO
Elroy Solar,null,1.5,01/09/2019,Juneau,WI,MISO
"Hope Farm Solar, LLC",null,10,01/09/2019,Providence,RI,ISNE
"Panda Solar NC 8, LLC",null,2,01/09/2019,Moore,NC,CPLE
GMP Solar/Storage-Milton Hybrid,null,5,01/09/2019,Chittenden,VT,ISNE
GMP Solar/Storage-Ferrisburgh Hybrid,null,5,01/09/2019,Addison,VT,ISNE
GMP Solar/Storage-Essex Hybrid,null,4.5,01/09/2019,Chittenden,VT,ISNE
Sage Solar I-III,null,57.6,01/09/2019,Rich,UT,PACE
St. Charles Solar,null,2,01/09/2019,Winona,MN,MISO
Wendell Solar Farm LLC,null,5,01/09/2019,Johnston,NC,CPLE
Milford Solar Farm (NJ) LLC,null,7.5,01/09/2019,Hunterdon,NJ,PJM
Garfield Solar,null,0.4,01/09/2019,Bergen,NJ,PJM
Garfield Solar,null,1.6,01/09/2019,Bergen,NJ,PJM
American Canyon Solar,null,1,01/09/2019,Napa,CA,CISO
American Canyon Solar,null,1,01/09/2019,Napa,CA,CISO
American Canyon Solar,null,1,01/09/2019,Napa,CA,CISO
Arcadia Solar,null,5,01/09/2019,Trempealeau,WI,MISO
KDC Solar CSCP LLC,null,3.4,01/09/2019,Monmouth,NJ,PJM
Sugarhill Road - Solitude Solar CSG,null,4.7,01/09/2019,Saratoga,NY,NYIS
Hastings Community Solar Farm,null,1.5,01/09/2019,Adams,NE,SWPP
Fennimore Solar,null,3,01/09/2019,Grant,WI,MISO
New Lisbon Solar,null,2.5,01/09/2019,Juneau,WI,MISO
Cumberland Solar,null,2.5,01/09/2019,Barron,WI,MISO
Cashton Solar,null,2,01/09/2019,Monroe,WI,MISO
Forest City Solar,null,3,01/09/2019,Winnebago,IA,MISO
Somerville Solar,null,2.3,01/09/2019,Fayette,TN,TVA
Gutenberg Solar,null,79.9,01/09/2019,Northampton,NC,PJM
San Miguel I Solar Energy Center,null,10,01/09/2019,San Miguel,NM,PNM
Dover CSG,null,2,01/09/2019,Dutchess,NY,NYIS
Strauss CSG,null,2,01/09/2019,Seneca,NY,NYIS
Ellsworth I CSG,null,2,01/09/2019,Saratoga,NY,NYIS
Sayreville Solar Project,null,3.1,01/09/2019,Middlesex,NJ,PJM
CID Solar (CA),null,2,01/09/2019,Kings,CA,CISO
Mtn. Solar 2,null,1.5,01/09/2019,Adams,CO,PSCO
City of Rio Rancho WWTP,null,1.2,01/09/2019,Sandoval,NM,PNM
Stearns Solar I,null,1,01/09/2019,Stearns,MN,MISO
Olinda Trail Solar,null,1,01/09/2019,Chisago,MN,MISO
New Munich Solar,null,1,01/09/2019,Stearns,MN,MISO
Clara City Solar,null,1,01/09/2019,Chippewa,MN,MISO
Roberds Garden CSG,null,1,01/09/2019,Rice,MN,MISO
Clear Garden CSG,null,1,01/09/2019,Waseca,MN,MISO
Mohonasen Central School District,null,1.1,01/09/2019,Schenectady,NY,NYIS
Lange Solar,null,1,01/09/2019,Olmsted,MN,MISO
NY - CSG - Ellsworth II,null,2,01/09/2019,Saratoga,NY,NYIS
Brick Church Solar,null,4,01/09/2019,Rensselaer,NY,NYIS
Sutter Santa Rosa Solar,null,1.3,01/09/2019,Sonoma,CA,CISO
Trinity Solar,null,5,01/08/2019,Randolph,NC,DUK
Kayenta Solar Project,null,28,01/08/2019,Navajo,AZ,WALC
